price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,year,month,price_per_sqft,mean_price_per_sqft_city,city_Bellevue,city_Federal Way,city_Issaquah,city_Kent,city_Kirkland,city_Other,city_Redmond,city_Renton,city_Sammamish,city_Seattle,statezip_WA 98006,statezip_WA 98034,statezip_WA 98042,statezip_WA 98052,statezip_WA 98053,statezip_WA 98059,statezip_WA 98074,statezip_WA 98103,statezip_WA 98115,statezip_WA 98117
675000.0,5.0,2.5,2820,20002,2.0,0,0,3,2820,0,1979,2014,2014,5,239.36170212765958,241.7257976509859,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790000.0,3.0,2.5,2600,4750,1.0,0,0,4,1700,900,1951,1999,2014,5,303.84615384615387,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
382500.0,4.0,1.75,1560,8700,1.0,0,0,4,1560,0,1967,0,2014,5,245.19230769230768,274.9435762362213,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
499950.0,4.0,2.5,2860,3345,2.0,0,0,3,2190,670,2004,2003,2014,5,174.80769230769232,231.58170720714705,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650000.0,4.0,2.0,1820,5000,1.5,0,1,3,1640,180,1945,2010,2014,5,357.14285714285717,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
625000.0,4.0,2.5,2820,8408,2.0,0,0,3,2820,0,2014,0,2014,5,221.63120567375887,230.5479811065508,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400000.0,4.0,2.5,3630,20002,1.5,0,0,3,2300,1330,1979,2014,2014,5,110.19283746556474,148.5158399485815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604000.0,3.0,2.5,3240,20002,2.0,0,2,3,3240,0,1995,0,2014,5,186.41975308641975,142.1606686658162,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440000.0,2.0,1.0,800,4850,1.0,0,0,4,800,0,1944,0,2014,5,550.0,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
287200.0,3.0,3.0,1850,19966,1.0,0,0,4,1090,760,1992,0,2014,5,155.24324324324326,161.29826225906322,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403000.0,3.0,2.0,1960,13100,1.0,0,2,5,1650,310,1957,0,2014,5,205.6122448979592,237.95399957536029,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750000.0,3.0,2.5,2390,6550,1.0,0,2,4,1440,950,1955,2009,2014,5,313.8075313807531,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
335000.0,3.0,2.25,1580,16215,1.0,0,0,4,1580,0,1978,2000,2014,5,212.0253164556962,240.91333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260000.0,4.0,2.0,1480,8625,1.0,0,0,4,1480,0,1974,0,2014,5,175.67567567567568,179.51850630093355,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
308500.0,2.0,1.0,850,6174,1.0,0,0,4,850,0,1950,1983,2014,5,362.94117647058823,230.5479811065508,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439950.0,3.0,2.5,1770,2875,2.0,0,0,3,1770,0,1990,2009,2014,5,248.5593220338983,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
235000.0,2.0,1.0,1210,9400,1.0,0,0,2,1210,0,1949,0,2014,5,194.21487603305786,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
315000.0,3.0,1.0,1160,9180,1.0,0,0,3,1160,0,1968,1997,2014,5,271.55172413793105,231.58170720714705,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437500.0,3.0,2.25,1970,20002,2.0,0,0,4,1970,0,1977,0,2014,5,222.08121827411168,241.7257976509859,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407500.0,3.0,2.5,1930,10460,2.0,0,0,3,1930,0,1996,0,2014,5,211.13989637305698,179.51850630093355,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
445700.0,3.0,2.5,1270,1180,3.0,0,0,3,1270,0,2001,0,2014,5,350.9448818897638,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
838000.0,4.0,2.5,3310,20002,2.0,0,0,3,3310,0,2001,0,2014,5,253.17220543806647,269.8956532826571,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
630000.0,4.0,2.75,2710,20002,2.0,0,0,3,2710,0,2000,0,2014,5,232.47232472324723,241.7257976509859,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550000.0,3.0,1.75,2910,20002,1.5,0,0,3,2910,0,1979,2014,2014,5,189.00343642611685,239.2224326860007,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
805000.0,3.0,2.0,2710,4500,1.5,0,0,4,1880,830,1929,0,2014,5,297.0479704797048,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
284000.0,3.0,1.75,1800,20002,1.0,0,0,3,1800,0,1968,1997,2014,5,157.77777777777777,207.46229819101342,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470000.0,5.0,2.5,2210,9655,1.0,0,0,3,1460,750,1976,0,2014,5,212.66968325791856,207.57227593415206,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430000.0,4.0,1.5,1920,10000,1.0,0,0,4,1070,850,1954,1979,2014,5,223.95833333333334,287.6650427235868,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
491500.0,4.0,1.75,2190,20002,1.0,0,2,3,2190,0,1968,1997,2014,5,224.42922374429224,148.5158399485815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
785000.0,5.0,3.25,3660,11995,2.0,0,2,3,3660,0,2006,0,2014,5,214.4808743169399,201.29877352505815,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385000.0,3.0,3.25,1320,1327,2.0,0,0,3,1040,280,2008,0,2014,5,291.6666666666667,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
295000.0,2.0,2.5,1630,1368,2.0,0,0,3,1280,350,2009,0,2014,5,180.98159509202455,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
555000.0,4.0,2.5,3310,6500,2.0,0,0,3,3310,0,2012,1912,2014,5,167.67371601208458,201.29877352505815,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459990.0,3.0,2.5,2680,5539,2.0,0,0,3,2680,0,2013,1923,2014,5,171.63805970149255,200.24340984263807,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625000.0,4.0,3.25,2730,20002,1.0,0,0,3,1560,1170,2007,0,2014,5,228.93772893772893,179.51850630093355,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
300000.0,3.0,2.5,2540,5050,2.0,0,0,3,2540,0,2006,0,2014,5,118.11023622047244,152.42525475056954,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
625000.0,4.0,2.75,2920,6605,2.0,0,0,3,2920,0,2012,1912,2014,5,214.04109589041096,179.51850630093355,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
553000.0,2.0,1.0,900,5000,1.0,0,0,3,900,0,1944,0,2014,5,614.4444444444445,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
379880.0,3.0,2.5,1650,14054,1.0,0,0,4,1130,520,1986,0,2014,5,230.23030303030302,241.7257976509859,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310000.0,3.0,1.0,1010,9945,1.0,0,0,4,1010,0,1973,0,2014,5,306.9306930693069,201.29877352505815,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
775000.0,2.0,2.5,2680,7392,1.0,0,0,3,2680,0,2004,2003,2014,5,289.17910447761193,269.8956532826571,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
365000.0,3.0,2.5,2200,7350,1.0,0,0,5,1570,630,1988,0,2014,5,165.9090909090909,179.51850630093355,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
331950.0,4.0,2.5,2530,9933,2.0,0,2,3,2010,520,1990,2009,2014,5,131.20553359683794,148.5158399485815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
783500.0,3.0,2.5,2850,7130,2.0,0,0,3,1990,860,1980,0,2014,5,274.9122807017544,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
628000.0,4.0,2.0,2280,6010,1.0,0,0,3,1140,1140,1900,2005,2014,5,275.43859649122805,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
560000.0,3.0,2.5,1900,8744,2.0,0,0,3,1900,0,1987,2000,2014,5,294.7368421052632,239.2224326860007,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
900000.0,3.0,1.0,1330,20002,1.0,0,0,3,1330,0,1928,1954,2014,5,676.6917293233083,274.9435762362213,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531000.0,2.0,3.0,1270,1175,2.0,0,0,3,1110,160,2000,0,2014,5,418.1102362204724,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
831000.0,4.0,3.0,2170,4000,2.0,0,0,4,1610,560,1982,2011,2014,5,382.94930875576034,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
780000.0,4.0,2.5,2730,10281,2.0,0,2,3,2730,0,1996,0,2014,5,285.7142857142857,239.2224326860007,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
755000.0,4.0,2.5,2120,10202,1.0,0,0,4,1620,500,1960,2001,2014,5,356.1320754716981,287.6650427235868,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705380.0,3.0,2.5,2490,4343,2.0,0,0,3,2490,0,2003,0,2014,5,283.285140562249,241.7257976509859,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627000.0,4.0,2.25,1990,7712,1.0,0,0,3,1210,780,1973,2013,2014,5,315.0753768844221,241.7257976509859,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865000.0,4.0,3.0,3690,9892,2.0,0,0,3,3690,0,1998,2006,2014,5,234.41734417344173,239.2224326860007,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
580000.0,2.0,1.0,2540,7000,1.0,0,0,5,1320,1220,1942,0,2014,5,228.3464566929134,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
410000.0,3.0,2.25,1800,20002,1.0,0,0,4,1360,440,1978,2000,2014,5,227.77777777777777,241.7257976509859,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485000.0,4.0,3.0,2340,7048,1.0,0,0,4,1340,1000,1979,0,2014,5,207.26495726495727,274.9435762362213,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
400000.0,2.0,1.75,2110,9519,1.0,0,0,2,2110,0,1948,0,2014,5,189.5734597156398,230.5479811065508,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549000.0,2.0,1.0,1140,5400,1.0,0,0,5,1140,0,1908,0,2014,5,481.57894736842104,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
620000.0,3.0,1.75,1480,2185,2.5,0,0,3,1480,0,2005,0,2014,5,418.9189189189189,274.9435762362213,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405000.0,2.0,3.0,1410,1240,2.0,0,0,3,1140,270,2006,0,2014,5,287.2340425531915,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
232000.0,2.0,1.0,1200,8063,1.0,0,0,4,1200,0,1958,1972,2014,5,193.33333333333334,168.26053913175818,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800866.0,5.0,2.5,3180,13806,2.0,0,0,4,3180,0,1990,0,2014,5,251.8446540880503,274.9435762362213,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650000.0,3.0,1.5,2160,9000,1.0,0,2,4,1400,760,1949,1985,2014,5,300.9259259259259,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
823000.0,5.5,1.75,2920,5000,2.5,0,0,4,2780,140,1908,0,2014,5,281.8493150684931,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
770000.0,3.0,2.0,2350,5700,1.5,0,0,4,1810,540,1939,1989,2014,5,327.6595744680851,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
524000.0,3.0,1.75,1560,5520,1.0,0,0,4,780,780,1944,0,2014,5,335.8974358974359,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
541125.0,5.0,2.75,2740,8426,1.0,0,0,4,1370,1370,1960,2001,2014,5,197.49087591240877,287.6650427235868,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
670000.0,3.0,2.5,1680,2000,3.0,0,0,3,1680,0,1909,1998,2014,5,398.8095238095238,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
384900.0,5.0,2.5,3090,12750,1.0,0,0,3,1750,1340,1968,1997,2014,5,124.5631067961165,142.1606686658162,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406100.0,3.0,2.25,1410,1332,3.0,0,0,3,1410,0,2005,0,2014,5,288.01418439716315,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1153093.75,5.0,3.5,4010,8510,2.0,0,1,5,2850,1160,1971,0,2014,5,287.55455112219454,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
736500.0,4.0,2.5,3180,20002,2.0,0,3,3,3180,0,2000,0,2014,5,231.60377358490567,179.51850630093355,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
570000.0,3.0,2.25,2010,6000,1.0,0,0,3,1330,680,1975,0,2014,5,283.5820895522388,269.8956532826571,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
787000.0,3.0,1.75,1330,7500,1.0,0,0,3,1330,0,1961,2004,2014,5,591.7293233082706,287.6650427235868,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328000.0,4.0,2.5,2370,6500,2.0,0,0,3,2370,0,1998,2006,2014,5,138.39662447257385,148.5158399485815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435000.0,5.0,2.0,1840,9240,1.0,0,0,4,1540,300,1942,1958,2014,5,236.41304347826087,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
499000.0,4.0,2.5,2910,6479,2.0,0,0,3,2910,0,2006,0,2014,5,171.47766323024055,201.29877352505815,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501000.0,4.0,1.0,2070,7519,1.0,0,0,3,1160,910,1963,2008,2014,5,242.02898550724638,287.6650427235868,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1090000.0,4.0,2.5,4340,20002,2.5,0,0,3,4340,0,1992,0,2014,5,251.1520737327189,269.8956532826571,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
400000.0,2.0,1.0,840,5510,1.0,0,0,3,840,0,1955,2005,2014,5,476.1904761904762,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
220000.0,4.0,1.5,1240,9600,1.0,0,0,3,1240,0,1971,0,2014,5,177.41935483870967,142.1606686658162,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657100.0,4.0,1.0,1390,4240,1.0,0,0,3,1050,340,1924,2011,2014,5,472.7338129496403,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
309950.0,4.0,2.75,2310,5000,2.0,0,0,3,2310,0,2006,0,2014,5,134.17748917748918,161.29826225906322,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300000.0,3.0,2.0,1050,10072,1.0,0,0,3,1050,0,1986,0,2014,5,285.7142857142857,189.61561155500922,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525888.0,5.0,1.75,2550,20002,1.0,0,0,5,1810,740,1960,0,2014,5,206.2305882352941,241.7257976509859,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740000.0,4.0,1.75,2010,3600,1.5,0,0,3,2010,0,1902,0,2014,5,368.1592039800995,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
340000.0,5.0,1.0,1120,9022,1.5,0,0,4,1120,0,1962,0,2014,5,303.57142857142856,274.9435762362213,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
398750.0,3.0,2.5,2230,4000,2.0,0,0,3,2230,0,1954,2005,2014,5,178.81165919282512,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
206000.0,2.0,1.0,810,7158,1.0,0,0,5,810,0,1944,0,2014,5,254.320987654321,192.25026988794997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1030000.0,5.0,2.75,3190,16920,1.0,0,3,3,1690,1500,1976,0,2014,5,322.88401253918494,287.6650427235868,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
600000.0,3.0,1.75,1670,20002,1.0,0,0,4,1670,0,1976,1992,2014,5,359.2814371257485,239.2224326860007,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
379950.0,4.0,1.75,1970,9389,1.0,0,0,5,1140,830,1960,0,2014,5,192.86802030456852,230.5479811065508,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287000.0,3.0,1.0,1450,6000,1.0,0,0,4,1450,0,1953,1983,2014,5,197.93103448275863,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1153093.75,5.5,3.625,4360,20002,3.0,0,4,3,9410,4130,1999,0,2014,5,264.4710435779817,269.8956532826571,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
309950.0,3.0,2.5,1880,7838,2.0,0,0,3,1880,0,1994,0,2014,5,164.86702127659575,179.51850630093355,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
600000.0,3.0,1.75,1880,6360,1.0,0,0,4,1040,840,1945,0,2014,5,319.1489361702128,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
418000.0,3.0,2.0,1410,6030,1.5,0,0,4,1410,0,1930,0,2014,5,296.45390070921985,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
449250.0,4.0,2.0,1480,3844,1.5,0,0,5,1480,0,1928,1970,2014,5,303.5472972972973,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
329950.0,2.0,1.0,1140,5250,1.5,0,0,4,1140,0,1949,1985,2014,5,289.4298245614035,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
245000.0,3.0,1.75,1920,9306,1.0,0,0,3,1000,920,1984,0,2014,5,127.60416666666667,148.5158399485815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549000.0,4.0,2.5,2910,6338,2.0,0,0,3,2910,0,2008,0,2014,5,188.659793814433,179.51850630093355,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
800000.0,3.0,2.5,3240,7857,2.0,0,0,3,3240,0,1994,0,2014,5,246.91358024691357,239.2224326860007,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
249950.0,3.0,2.0,1550,15040,1.0,0,0,4,1550,0,1958,1972,2014,5,161.25806451612902,179.51850630093355,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
210000.0,5.0,2.0,2050,10200,1.0,0,0,3,1430,620,1956,2001,2014,5,102.4390243902439,168.26053913175818,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1153093.75,2.0,2.5,2220,4000,2.0,0,0,3,2220,0,2000,0,2014,5,519.4115990990991,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
